,Cenefas,Enlaces,id,Nombre,Other
3095,349A03 - Br. San Cayetano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3085,349A03,Br. San Cayetano,
3096,408A06 - Br. San Pablo Jericó,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3091,408A06,Br. San Pablo Jericó,
3097,535A08 - Urbanización Alameda de San José II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3101,535A08,Urbanización Alameda de San José II,
3098,536A08 - Urbanización Betania,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3102,536A08,Urbanización Betania,
3099,567A01 - Iglesia San Luis de Tolosa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3097,567A01,Iglesia San Luis de Tolosa,
3100,014A13 - Br. Atenas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3113,014A13,Br. Atenas,
3101,015A13 - Br. San Vicente,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3114,015A13,Br. San Vicente,
3102,022A03 - Br. El Carmen Tuna Baja,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3123,022A03,Br. El Carmen Tuna Baja,
3103,035A05 - Parque Metropolitano Simón Bolívar,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3112,035A05,Parque Metropolitano Simón Bolívar,
3104,035A11 - Estación Santa Lucía,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3111,035A11,Estación Santa Lucía,
3105,055A10 - Br. Villa Mayor,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3110,055A10,Br. Villa Mayor,
3106,056A10 - Br. Villa Mayor Oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3109,056A10,Br. Villa Mayor Oriental,
3107,061A08 - IED Instituto Técnico Rodrigo de Triana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3106,061A08,IED Instituto Técnico Rodrigo de Triana,
3108,066A13 - IED Enrique Olaya Herrera,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3118,066A13,IED Enrique Olaya Herrera,
3109,068A12 - Br. Puerto Rico,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3119,068A12,Br. Puerto Rico,
3110,069A12 - Br. Puerto Rico,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3117,069A12,Br. Puerto Rico,
3111,142A07 - Br. Tintalá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3104,142A07,Br. Tintalá,
3112,143A10 - Urbanización El Claret,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3122,143A10,Urbanización El Claret,
3113,145A07 - Portal de Castilla,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3107,145A07,Portal de Castilla,
3114,145A10 - Br. Claret El Carmen,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3121,145A10,Br. Claret El Carmen,
3115,154A07 - Biblioteca el Tintal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3108,154A07,Biblioteca el Tintal,
3116,244A04 - Urb. Parque Los Sauces,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3115,244A04,Urb. Parque Los Sauces,
3117,247A09 - Granja El Rinconcito,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3116,247A09,Granja El Rinconcito,
3118,261A01 - Clínica El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3120,261A01,Clínica El Bosque,
3119,320A09 - Parroquia Maria del Pilar,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3105,320A09,Parroquia Maria del Pilar,
3120,017A01 - Br. Rincón del Chicó,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3132,017A01,Br. Rincón del Chicó,
3121,035A01 - Br. Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3137,035A01,Br. Lisboa,
3122,037A01 - Br. Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3138,037A01,Br. Lisboa,
3123,057A13 - Quebrada Chiguaza,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3125,057A13,Quebrada Chiguaza,
3124,058A13 - Quebrada Chiguaza,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3126,058A13,Quebrada Chiguaza,
3125,096A11 - Calle 50 Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3139,096A11,Calle 50 Sur,
3126,121A01 - Br. Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3136,121A01,Br. Lisboa,
3127,192A01 - Br. Santa Ana Occidental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3133,192A01,Br. Santa Ana Occidental,
3128,193A01 - C.C. Santa Ana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3134,193A01,C.C. Santa Ana,
3129,195A01 - Br. Santa Ana Occidental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3135,195A01,Br. Santa Ana Occidental,
3130,217A02 - Carrera 56,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3131,217A02,Carrera 56,
3131,383A08 - Br. Galán,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3141,383A08,Br. Galán,
3132,384A08 - Br. Galán,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3140,384A08,Br. Galán,
3133,388A00 - Br. La Pepita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3124,388A00,Br. La Pepita,
3134,403A08 - Pq. Dindalito,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3143,403A08,Pq. Dindalito,
3135,404A08 - Centro Educativo Cafam Bellavista,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3142,404A08,Centro Educativo Cafam Bellavista,
3136,498A00 - U. Distrital - FAMARENA,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3128,498A00,U. Distrital,FAMARENA
3137,500A00 - U. de los Andes - Campo Deportivo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3129,500A00,U. de los Andes,Campo Deportivo
3138,508A00 - Teleféricos de Monserrate,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3130,508A00,Teleféricos de Monserrate,
3139,542A03 - Br. Los Andes Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3127,542A03,Br. Los Andes Norte,
3140,058A04 - Br. El Cortijo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3159,058A04,Br. El Cortijo,
3141,059A04 - Br. El Cortijo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3160,059A04,Br. El Cortijo,
3142,072A03 - Br. Puerta del Sol,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3163,072A03,Br. Puerta del Sol,
3143,073A03 - Br. Villa María,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3162,073A03,Br. Villa María,
3144,075A05 - Av. José Celestino Mutis,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3146,075A05,Av. José Celestino Mutis,
3145,085A02 - Urb. La Riviera Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3153,085A02,Urb. La Riviera Norte,
3146,200A04 - Cl 73A,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3150,200A04,Cl 73A,
3147,207A04 - Pq. el Ocho,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3151,207A04,Pq. el Ocho,
3148,221A01 - Colegio Eucarístico,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3154,221A01,Colegio Eucarístico,
3149,329A12 - Carrera 11,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3161,329A12,Carrera 11,
3150,341A05 - Pq. Boyacá Real,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3147,341A05,Pq. Boyacá Real,
3151,342A05 - Consolación,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3148,342A05,Consolación,
3152,343A05 - Boyacá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3149,343A05,Boyacá,
3153,350A05 - IED General Santander,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3145,350A05,IED General Santander,
3154,406A08 - Br. Bellavista,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3144,406A08,Br. Bellavista,
3155,447A01 - Br. Horizontes Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3155,447A01,Br. Horizontes Norte,
3156,449A01 - IED Nuevo Horizonte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3156,449A01,IED Nuevo Horizonte,
3157,451A01 - Br. La Estrellita I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3157,451A01,Br. La Estrellita I,
3158,460A00 - Fundafidro,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3152,460A00,Fundafidro,
3159,524A01 - Br. Horizontes Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3158,524A01,Br. Horizontes Norte,
3160,034A04 - Br. Garcés Navas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3177,034A04,Br. Garcés Navas,
3161,036A04 - Gimnasio Moderno Montesoriano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3176,036A04,Gimnasio Moderno Montesoriano,
3162,093A13 - Centro Comercial Bazar 20 de Julio,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3164,093A13,Centro Comercial Bazar 20 de Julio,
3163,128A02 - Colegio Hijas de Cristo Rey,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3183,128A02,Colegio Hijas de Cristo Rey,
3164,128A03 - Br. Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3181,128A03,Br. Lisboa,
3165,155A09 - Br. Grancolombiano I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3170,155A09,Br. Grancolombiano I,
3166,156A09 - Br. Grancolombiano I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3169,156A09,Br. Grancolombiano I,
3167,176A04 - Gimnasio Nueva Sociedad,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3178,176A04,Gimnasio Nueva Sociedad,
3168,177A13 - Br. La Gloria Oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3180,177A13,Br. La Gloria Oriental,
3169,178A13 - Br. Altamira,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3179,178A13,Br. Altamira,
3170,193A09 - Br. Grancolombiano II Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3171,193A09,Br. Grancolombiano II Sector,
3171,194A09 - Br. Humberto Valencia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3168,194A09,Br. Humberto Valencia,
3172,206A09 - Br. Piamonte Sector II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3172,206A09,Br. Piamonte Sector II,
3173,207A09 - Br. Jiménez de Quesada II Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3167,207A09,Br. Jiménez de Quesada II Sector,
3174,220A09 - Br. Piamonte Etapa I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3175,220A09,Br. Piamonte Etapa I,
3175,221A09 - Br. Piamonte Etapa I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3165,221A09,Br. Piamonte Etapa I,
3176,222A09 - IED Fernando Mazuera Villegas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3174,222A09,IED Fernando Mazuera Villegas,
3177,223A09 - Pq. Virgen del Carmen,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3166,223A09,Pq. Virgen del Carmen,
3178,224A09 - Parroquia el Divino Niño Jesús de Praga,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3173,224A09,Parroquia el Divino Niño Jesús de Praga,
3179,545A03 - Br. Costa Azul I Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3182,545A03,Br. Costa Azul I Etapa,
3180,043A11 - Br. Buenos Aires,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3202,043A11,Br. Buenos Aires,
3181,053A11 - Br. El Minuto de María,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3200,053A11,Br. El Minuto de María,
3182,054A11 - Br. El Minuto de María,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3201,054A11,Br. El Minuto de María,
3183,081A04 - Br. Gran Granada II Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3190,081A04,Br. Gran Granada II Etapa,
3184,096A03 - Br. La Toscana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3184,096A03,Br. La Toscana,
3185,127A03 - Hospital Suba CAP Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3185,127A03,Hospital Suba CAP Lisboa,
3186,166A00 - CAI La Soledad,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3191,166A00,CAI La Soledad,
3187,252A08 - Compensar Avenida 1 de Mayo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3197,252A08,Compensar Avenida 1 de Mayo,
3188,260A13 - Br. San Cristóbal Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3187,260A13,Br. San Cristóbal Sur,
3189,269A09 - Jardín Infantil El Recreo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3188,269A09,Jardín Infantil El Recreo,
3190,270A09 - Br. San Bernardino XVI,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3189,270A09,Br. San Bernardino XVI,
3191,327A08 - Br. Martinica,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3194,327A08,Br. Martinica,
3192,332A08 - Br. Jorge Uribe Botero,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3193,332A08,Br. Jorge Uribe Botero,
3193,363A08 - Br. El Porvenir San Luis,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3192,363A08,Br. El Porvenir San Luis,
3194,367A09 - Br. Jaqueline,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3196,367A09,Br. Jaqueline,
3195,399A08 - IED Villa Dindalito,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3195,399A08,IED Villa Dindalito,
3196,416A05 - J.A.C. Engativá Centro Sede Comunal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3203,416A05,J.A.C. Engativá Centro Sede Comunal,
3197,439A12 - Br. Diana Turbay San Agustín,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3186,439A12,Br. Diana Turbay San Agustín,
3198,532A11 - Br. San Joaquín del Vaticano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3199,532A11,Br. San Joaquín del Vaticano,
3199,558A11 - Br. Estrella del Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3198,558A11,Br. Estrella del Sur,
3200,036A10 - Br. Santa Isabel V Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3218,036A10,Br. Santa Isabel V Sector,
3201,049A11 - Br. Sotavento,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3206,049A11,Br. Sotavento,
3202,050A11 - Br. Sotavento,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3207,050A11,Br. Sotavento,
3203,051A11 - Urb. Buenavista,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3204,051A11,Urb. Buenavista,
3204,052A11 - Br. Casa de Teja,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3205,052A11,Br. Casa de Teja,
3205,053A12 - Br. Charalá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3216,053A12,Br. Charalá,
3206,070A08 - Br. Remanso,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3210,070A08,Br. Remanso,
3207,073A08 - Br. Remanso,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3211,073A08,Br. Remanso,
3208,077A09 - Estación NQS - Calle 30 Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3209,077A09,Estación NQS,Calle 30 Sur
3209,083A05 - Br. Villa Luz,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3219,083A05,Br. Villa Luz,
3210,136A03 - Parque Las Flores,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3222,136A03,Parque Las Flores,
3211,174A12 - Br. Villa Hermosa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3221,174A12,Br. Villa Hermosa,
3212,176A12 - Br. Alfonso López Sector Buenos Aires,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3217,176A12,Br. Alfonso López Sector Buenos Aires,
3213,182A12 - Br. Alfonso López Sector Buenos Aires,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3220,182A12,Br. Alfonso López Sector Buenos Aires,
3214,185A12 - Br. Alfonso López Sector El Progreso,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3223,185A12,Br. Alfonso López Sector El Progreso,
3215,324A10 - Avenida 1 de Mayo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3212,324A10,Avenida 1 de Mayo,
3216,325A10 - Estación Sena,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3215,325A10,Estación Sena,
3217,453A09 - Br. La Alquería,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3208,453A09,Br. La Alquería,
3218,582A08 - C.C. Ciudad Montes,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3214,582A08,C.C. Ciudad Montes,
3219,583A08 - Avenida 1 de Mayo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3213,583A08,Avenida 1 de Mayo,
3220,010A13 - Br. Córdoba,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3228,010A13,Br. Córdoba,
3221,035A13 - Br. La Victoria,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3225,035A13,Br. La Victoria,
3222,055A13 - Br. Altamira,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3232,055A13,Br. Altamira,
3223,071A01 - Br. Hipólito Restrepo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3243,071A01,Br. Hipólito Restrepo,
3224,107A03 - Instituto Educación y Vida,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3230,107A03,Instituto Educación y Vida,
3225,119A03 - Urbanización Los Almendros Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3224,119A03,Urbanización Los Almendros Norte,
3226,146A05 - Bibl. Virgilio Barco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3227,146A05,Bibl. Virgilio Barco,
3227,148A05 - Parque Simón Bolívar,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3226,148A05,Parque Simón Bolívar,
3228,166B02 - Br. La Santamaría,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3240,166B02,Br. La Santamaría,
3229,236A13 - Br. San Blas II Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3233,236A13,Br. San Blas II Sector,
3230,237A03 - Br. Potosí,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3235,237A03,Br. Potosí,
3231,253A01 - Br. Santa Bárbara Central II Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3241,253A01,Br. Santa Bárbara Central II Sector,
3232,258A13 - Pq. Público San Cristóbal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3234,258A13,Pq. Público San Cristóbal,
3233,266A13 - Estación de Policía San Cristóbal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3236,266A13,Estación de Policía San Cristóbal,
3234,393A01 - Br. Barrancas Kr 9,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3242,393A01,Br. Barrancas Kr 9,
3235,452A05 - Br. José Joaquín Vargas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3229,452A05,Br. José Joaquín Vargas,
3236,511A13 - Br. El Pinar,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3231,511A13,Br. El Pinar,
3237,524A00 - Colegio Americano de Bogotá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3237,524A00,Colegio Americano de Bogotá,
3238,599A01 - Br. Las Orquídeas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3239,599A01,Br. Las Orquídeas,
3239,805A00 - Br. Marly,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3238,805A00,Br. Marly,
3240,074A01 - Br. San Cristóbal Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3244,074A01,Br. San Cristóbal Norte,
3241,091A05 - Br. Santa Cecilia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3256,091A05,Br. Santa Cecilia,
3242,105A00 - KR 9,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=3249,105A00,KR 9,
