,Cenefas,Enlaces,id,Nombre,Other
2394,205A00 - Br. El Vergel,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2391,205A00,Br. El Vergel,
2395,226A04 - Br. San Fernando Occidental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2398,226A04,Br. San Fernando Occidental,
2396,315A05 - Br. Isabela,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2382,315A05,Br. Isabela,
2397,380A05 - Puente Aéreo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2387,380A05,Puente Aéreo,
2398,563A03 - El Poa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2399,563A03,El Poa,
2399,564A03 - Las Flores,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2400,564A03,Las Flores,
2400,008A12 - Ladrillera Santafé,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2420,008A12,Ladrillera Santafé,
2401,010A12 - Ladrillera Santafé,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2419,010A12,Ladrillera Santafé,
2402,041A11 - Ladrillera Santafé,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2421,041A11,Ladrillera Santafé,
2403,"049A13 - ""La """"Y""""""",https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2411,049A13,"""La """"Y""""""",
2404,062A06 - Colegio Militar José Antonio Galán,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2410,062A06,Colegio Militar José Antonio Galán,
2405,101A08 - Br. Holanda I Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2412,101A08,Br. Holanda I Sector,
2406,163A06 - Br. El Carmen Fontibón,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2409,163A06,Br. El Carmen Fontibón,
2407,165A12 - Br. Puerta al Llano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2417,165A12,Br. Puerta al Llano,
2408,172A12 - Br. Puerta al Llano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2416,172A12,Br. Puerta al Llano,
2409,173A12 - Br. Nuevo Portal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2414,173A12,Br. Nuevo Portal,
2410,274A00 - Colegio El Carmelo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2402,274A00,Colegio El Carmelo,
2411,354A09 - Br. Villa del Río,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2405,354A09,Br. Villa del Río,
2412,355A09 - Br. Villa del Río,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2404,355A09,Br. Villa del Río,
2413,389A09 - Br. Boitá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2403,389A09,Br. Boitá,
2414,390A09 - Br. Boíta,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2406,390A09,Br. Boíta,
2415,391A09 - Carrera 72J,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2407,391A09,Carrera 72J,
2416,420A01 - Br. Toberín,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2413,420A01,Br. Toberín,
2417,430A12 - Br. El Nuevo Portal II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2418,430A12,Br. El Nuevo Portal II,
2418,501A01 - Avenida Laureano Gómez,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2415,501A01,Avenida Laureano Gómez,
2419,504A03 - Br. Lisboa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2408,504A03,Br. Lisboa,
2420,011A12 - Portal Usme,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2422,011A12,Portal Usme,
2421,018A13 - Cl 41 A Bis Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2436,018A13,Cl 41 A Bis Sur,
2422,019A13 - Cl 41 Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2437,019A13,Cl 41 Sur,
2423,053A08 - Br. Las Margaritas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2435,053A08,Br. Las Margaritas,
2424,054A08 - Br. Las Margaritas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2433,054A08,Br. Las Margaritas,
2425,078A08 - Br. Las Margaritas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2434,078A08,Br. Las Margaritas,
2426,104A02 - Parque Comercial Bima,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2431,104A02,Parque Comercial Bima,
2427,149A11 - Br. Los Andes Sector V Nutibara,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2428,149A11,Br. Los Andes Sector V Nutibara,
2428,150A09 -  Br. Grancolombiano I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2439,150A09, Br. Grancolombiano I,
2429,166A02 - Br. La Santamaría,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2425,166A02,Br. La Santamaría,
2430,204A09 - Pq. Paso Ancho,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2438,204A09,Pq. Paso Ancho,
2431,211A05 - Br. El Mirador,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2423,211A05,Br. El Mirador,
2432,265A11 - Br. Vista Hermosa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2427,265A11,Br. Vista Hermosa,
2433,277A11 - Br. Lucero Medio,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2426,277A11,Br. Lucero Medio,
2434,346A02 - Calle 224,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2432,346A02,Calle 224,
2435,359A11 - Br. Tunjuelito,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2424,359A11,Br. Tunjuelito,
2436,415A06 - Estación Gobernación,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2440,415A06,Estación Gobernación,
2437,569A01 - Vereda Torca,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2430,569A01,Vereda Torca,
2438,775A00 - Coliseo El Campín,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2429,775A00,Coliseo El Campín,
2439,813A00 - Br. San Bernardino,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2441,813A00,Br. San Bernardino,
2440,024A04 - Ciudad Bachué,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2451,024A04,Ciudad Bachué,
2441,039A04 - Éxito Occidente,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2448,039A04,Éxito Occidente,
2442,051A07 - Br. San Francisco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2453,051A07,Br. San Francisco,
2443,052A07 - Br. San Francisco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2455,052A07,Br. San Francisco,
2444,078A00 - Br. Palermo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2452,078A00,Br. Palermo,
2445,223A01 - Colegio San Façon,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2460,223A01,Colegio San Façon,
2446,279A00 - Cl 67,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2456,279A00,Cl 67,
2447,280A00 - Br. Quinta Camacho,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2457,280A00,Br. Quinta Camacho,
2448,319A01 - Comunidad Hijas de María Auxiliadora,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2461,319A01,Comunidad Hijas de María Auxiliadora,
2449,374A07 - Br. San Francisco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2454,374A07,Br. San Francisco,
2450,382A10 - Br. Perdomo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2442,382A10,Br. Perdomo,
2451,394A00 - Universidad EAN,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2458,394A00,Universidad EAN,
2452,395A06 - Tribunales de Bogotá y Cundinamarca,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2443,395A06,Tribunales de Bogotá y Cundinamarca,
2453,400A06 - Estación Salitre - El Greco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2447,400A06,Estación Salitre,El Greco
2454,412A13 - Br. Santa Bárbara,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2446,412A13,Br. Santa Bárbara,
2455,436A04 - Br. Bosques de Granada,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2449,436A04,Br. Bosques de Granada,
2456,437A04 - Br. Bosques de Granada,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2450,437A04,Br. Bosques de Granada,
2457,468A01 - Br. Tibabita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2459,468A01,Br. Tibabita,
2458,555A08 - Kennedy Norte Manzana 12A,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2444,555A08,Kennedy Norte Manzana 12A,
2459,717A00 - IED Antonio José Uribe,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2445,717A00,IED Antonio José Uribe,
2460,003A13 - Br. San Cristóbal Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2476,003A13,Br. San Cristóbal Sur,
2461,038A04 - Avenida El Cortijo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2474,038A04,Avenida El Cortijo,
2462,044A10 - Estación La Sevillana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2465,044A10,Estación La Sevillana,
2463,045A10 - Estación Venecia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2469,045A10,Estación Venecia,
2464,052A01 - Br. Cedritos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2472,052A01,Br. Cedritos,
2465,057A09 - Estación Sevillana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2466,057A09,Estación Sevillana,
2466,058A09 - Estación Venecia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2468,058A09,Estación Venecia,
2467,078A07 - Br. Pio XII,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2467,078A07,Br. Pio XII,
2468,097A04 - Colegio Phillipe Costeaur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2464,097A04,Colegio Phillipe Costeaur,
2469,098A08 - Br. El Porvenir Parcela 33,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2477,098A08,Br. El Porvenir Parcela 33,
2470,200A01 - Universidad El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2470,200A01,Universidad El Bosque,
2471,202A01 - Avenida Calle 134,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2471,202A01,Avenida Calle 134,
2472,225A01 - Centro María Auxiliadora,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2462,225A01,Centro María Auxiliadora,
2473,314A08 - C. C. Casablanca,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2478,314A08,C. C. Casablanca,
2474,318A01 - Universidad San Buenaventura,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2473,318A01,Universidad San Buenaventura,
2475,379A10 - Br. Madelena,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2479,379A10,Br. Madelena,
2476,380A10 - Br. Venecia Occidental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2481,380A10,Br. Venecia Occidental,
2477,538A08 - Pq Público Betania,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2463,538A08,Pq Público Betania,
2478,616A09 - Br. Guadalupe,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2480,616A09,Br. Guadalupe,
2479,674A00 - Br. San Diego,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2475,674A00,Br. San Diego,
2480,009A01 - Avenida Calle 153,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2496,009A01,Avenida Calle 153,
2481,015A01 - Br. Rincón del Chicó,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2492,015A01,Br. Rincón del Chicó,
2482,019A03 - Parque Residencial Nueva Suba,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2488,019A03,Parque Residencial Nueva Suba,
2483,036A05 - Br. Pablo VI,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2489,036A05,Br. Pablo VI,
2484,066C05 - Br. Los Laureles,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2483,066C05,Br. Los Laureles,
2485,085A00 - Br. Santa Teresita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2490,085A00,Br. Santa Teresita,
2486,115A01 - Pq. Cedro Madeira,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2495,115A01,Pq. Cedro Madeira,
2487,125A09 - Bosa San José,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2498,125A09,Bosa San José,
2488,144A01 - Portal del Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2491,144A01,Portal del Norte,
2489,160A05 - Br. Pablo VI,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2487,160A05,Br. Pablo VI,
2490,162A05 - Br. Salitre Greco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2486,162A05,Br. Salitre Greco,
2491,164A05 - Br. Salitre Greco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2485,164A05,Br. Salitre Greco,
2492,191A05 - Br. Villa Luz,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2484,191A05,Br. Villa Luz,
2493,199A01 - Br. Bella Suiza,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2493,199A01,Br. Bella Suiza,
2494,207A01 - IED Usaquén,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2494,207A01,IED Usaquén,
2495,250A12 - Br. San Agustín,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2501,250A12,Br. San Agustín,
2496,255A09 - IED La Concepción,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2499,255A09,IED La Concepción,
2497,265A09 - Br. San Javier,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2500,265A09,Br. San Javier,
2498,388A05 - Estación Salitre El Greco,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2497,388A05,Estación Salitre El Greco,
2499,617A09 - Urb. Las delicias,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2482,617A09,Urb. Las delicias,
2500,002A05 - Br. Nicolás de Federmann,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2509,002A05,Br. Nicolás de Federmann,
2501,003A05 - Br. Nicolás de Federmán,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2508,003A05,Br. Nicolás de Federmán,
2502,054A04 - El Madrigal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2518,054A04,El Madrigal,
2503,058A00 - Br. Ricaurte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2520,058A00,Br. Ricaurte,
2504,087A03 - Humedal Juan Amarillo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2517,087A03,Humedal Juan Amarillo,
2505,106A11 - Estación de Bomberos del Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2504,106A11,Estación de Bomberos del Sur,
2506,118A07 - Br. Los Ejidos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2521,118A07,Br. Los Ejidos,
2507,156A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2513,156A03,Br. La Gaitana,
2508,157A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2514,157A03,Br. La Gaitana,
2509,159A03 - IED La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2515,159A03,IED La Gaitana,
2510,164A03 - Br. Tibabuyes,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2516,164A03,Br. Tibabuyes,
2511,197A05 - Br. Nicolás de Federmán,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2510,197A05,Br. Nicolás de Federmán,
2512,249A12 - Br. San Agustín,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2503,249A12,Br. San Agustín,
2513,265A00 - Pq. El Divino Salvador,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2507,265A00,Pq. El Divino Salvador,
2514,383A06 - Aeronáutica Civil,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2519,383A06,Aeronáutica Civil,
2515,389A00 - C.C. Morichal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2511,389A00,C.C. Morichal,
2516,389A12 - Br. Marruecos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2502,389A12,Br. Marruecos,
2517,390A00 - Banco Central,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2512,390A00,Banco Central,
2518,416A00 - Br. Santa Isabel,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2505,416A00,Br. Santa Isabel,
2519,422A00 - Br. Santa Isabel Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2506,422A00,Br. Santa Isabel Sur,
2520,043A03 - Sabana de Tibabuyes,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2538,043A03,Sabana de Tibabuyes,
2521,053A05 - Pq. Álamos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2525,053A05,Pq. Álamos,
2522,055A04 - París,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2526,055A04,París,
2523,059A05 - Pq. Empresarial Puerta del Sol,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2523,059A05,Pq. Empresarial Puerta del Sol,
2524,068A04 - Sidauto,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2528,068A04,Sidauto,
2525,074A06 - Portal Eldorado,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2522,074A06,Portal Eldorado,
2526,079A00 - U. Nacional,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2540,079A00,U. Nacional,
2527,088A03 - Humedal Juan Amarillo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2529,088A03,Humedal Juan Amarillo,
2528,096A05 - Pq. Empresarial El Dorado,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2524,096A05,Pq. Empresarial El Dorado,
2529,140A03 - Santa Rita de Suba,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2537,140A03,Santa Rita de Suba,
2530,154A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2534,154A03,Br. La Gaitana,
2531,155A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2533,155A03,Br. La Gaitana,
2532,158A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2532,158A03,Br. La Gaitana,
2533,160A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2531,160A03,Br. La Gaitana,
2534,161A03 - IED La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2530,161A03,IED La Gaitana,
2535,174A00 - Br. El Listón,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2536,174A00,Br. El Listón,
2536,249A10 - Liceo Santa Bernardita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2535,249A10,Liceo Santa Bernardita,
2537,273A00 - Br. La Soledad,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2541,273A00,Br. La Soledad,
2538,399B00 - Colombia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2539,399B00,Colombia,
2539,430A04 - Primavera,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2527,430A04,Primavera,
2540,029A12 - Br. Nuevo San Andrés,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2556,029A12,Br. Nuevo San Andrés,
2541,030A12 - Br. Santa Marta,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2555,030A12,Br. Santa Marta,
2542,034A12 - Br. El Recuerdo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2554,034A12,Br. El Recuerdo,
2543,035A12 - Br. Santa Librada,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2557,035A12,Br. Santa Librada,
2544,036A12 - Br. Santa Librada,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2553,036A12,Br. Santa Librada,
2545,058A12 - Br. Tenerife,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2552,058A12,Br. Tenerife,
2546,059A12 - Br. El Virrey,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=2549,059A12,Br. El Virrey,
